# file...... OH_lines_losses.csv
# date...... Tue May 07 16:00:56 2019
# user...... Nathan Gray
# host...... (null)
# group..... class=overhead_line
# trigger... (none)
# interval.. -1
# limit..... 0
# property.. timestamp,sum(power_losses.real)
2019-05-07 15:53:07 PDT,+3516.58
