# file...... UG_lines_losses.csv
# date...... Tue May 07 15:56:15 2019
# user...... Nathan Gray
# host...... (null)
# group..... class=underground_line
# trigger... (none)
# interval.. -1
# limit..... 0
# property.. timestamp,sum(power_losses.real)
2019-05-07 15:52:00 PDT,+1.89562e-017
